srcipv4,result,rawmsghostname,rawmsghostipv4,rawmsg,querytypename,protocol,metaclass,meta_ts,meta_sp,meta_sip4,meta_rule,meta_oml,meta_omh,meta_mid,meta_iid,meta_i,meta_cid,meta_cbid,flagval,domain,direction,class,_eventid,__metadata__,srcisp,srcusagetype,meta_cbname,program,query
172.24.33.40,noerror,gcbrw0000.global.com,127.0.0.1,5/8/2017 11:16:08 AM 0EB0 PACKET  0000002233BAC1B0 UDP Rcv 172.24.33.40    fddb   Q [0001   D   NOERROR] A      (2)ib(5)3lift(3)com(0),a,udp,"windows,dns",2017-05-08T15:18:21.615Z,58733,172.24.19.20,ms_dns-1323478756,178,<13>May  8 11:16:16 gcBRW0000.global.com ,4077564781,1,0.0.0.0/514/tcp,2b04-f30ab36d,11012,0000002233bac1b0,ib.3lift.com,rcv,ms_dns,0b9fc831-edcf-44f9-8415-5aedb0695246#60,"{""id"":""0b9fc831-edcf-44f9-8415-5aedb0695246#60"",""num_events"":2997,""data_type"":""passthrough"",""batch_id"":""0b9fc831-edcf-44f9-8415-5aedb0695246"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":59,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11012, , 
172.24.220.20,noerror,gcbrw0000.global.com,127.0.0.1,5/8/2017 11:16:08 AM 0EAC PACKET  00000022325A4180 UDP Snd 172.24.220.20   8956   Q [0001   D   NOERROR] A      (24)sponsoredapartmentsearch(3)com(0),a,udp,"windows,dns",2017-05-08T15:18:21.617Z,58733,172.24.19.20,ms_dns-2499431055,193,<13>May  8 11:16:16 gcBRW0000.global.com ,4077564839,1,0.0.0.0/514/tcp,2b04-f30ab3a7,11012,00000022325a4180,sponsoredapartmentsearch.com,snd,ms_dns,0b9fc831-edcf-44f9-8415-5aedb0695246#71,"{""id"":""0b9fc831-edcf-44f9-8415-5aedb0695246#71"",""num_events"":2993,""data_type"":""passthrough"",""batch_id"":""0b9fc831-edcf-44f9-8415-5aedb0695246"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":70,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11012, , 
172.24.220.20,noerror,gcbrw0000.global.com,127.0.0.1,5/8/2017 11:16:09 AM 0EB0 PACKET  00000022338D41B0 UDP Rcv 172.24.220.20   76dc R Q [8081   DR  NOERROR] A      (9)googleads(1)g(11)doubleclick(3)net(0),a,udp,"windows,dns",2017-05-08T15:18:21.628Z,58733,172.24.19.20,ms_dns-2673042250,196,<13>May  8 11:16:16 gcBRW0000.global.com ,4077565109,1,0.0.0.0/514/tcp,2b04-f30ab4b5,11012,00000022338d41b0,googleads.g.doubleclick.net,rcv,ms_dns,0b9fc831-edcf-44f9-8415-5aedb0695246#94,"{""id"":""0b9fc831-edcf-44f9-8415-5aedb0695246#94"",""num_events"":2981,""data_type"":""passthrough"",""batch_id"":""0b9fc831-edcf-44f9-8415-5aedb0695246"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":93,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11012, , 
172.21.215.222,noerror,gcnyc-60-010.global.com,127.0.0.1,5/8/2017 11:24:22 AM 0CC0 PACKET  0000006270B901A0 UDP Rcv 172.21.215.222  egcf   Q [0001   D   NOERROR] A      (1)t(7)wayfair(3)com(0),a,udp,"windows,dns",2017-05-08T15:24:25.870Z,51403,172.21.14.26,ms_dns-3391797493,190,<13>May  8 11:24:25 gcNYC-60-010.global.com MS_DNS: ,28067909423,0,0.0.0.0/514/tcp,2b03-688fa4f2f,11011,0000006270b901a0,t.wayfair.com,rcv,ms_dns,0b9fc831-edcf-44f9-8415-5aedb0695246#205,"{""id"":""0b9fc831-edcf-44f9-8415-5aedb0695246#205"",""num_events"":2976,""data_type"":""passthrough"",""batch_id"":""0b9fc831-edcf-44f9-8415-5aedb0695246"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":204,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11011,MS_DNS, 
172.21.215.222,noerror,gcnyc-60-010.global.com,127.0.0.1,5/8/2017 11:24:24 AM 0CBC PACKET  00000062725301B0 UDP Rcv 172.21.215.222  d8e6   Q [0001   D   NOERROR] A      (10)impression(14)mediaiqdigital(3)com(0),a,udp,"windows,dns",2017-05-08T15:24:25.874Z,51403,172.21.14.26,ms_dns-3391797493,208,<13>May  8 11:24:25 gcNYC-60-010.global.com MS_DNS: ,28067909566,0,0.0.0.0/514/tcp,2b03-688fa4fbe,11011,00000062725301b0,impression.mediaiqdigital.com,rcv,ms_dns,0b9fc831-edcf-44f9-8415-5aedb0695246#215,"{""id"":""0b9fc831-edcf-44f9-8415-5aedb0695246#215"",""num_events"":2976,""data_type"":""passthrough"",""batch_id"":""0b9fc831-edcf-44f9-8415-5aedb0695246"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":214,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11011,MS_DNS, 
172.21.215.222,noerror,gcnyc-60-010.global.com,127.0.0.1,5/8/2017 11:24:25 AM 0CBC PACKET  0000006270A96210 UDP Snd 172.21.215.222  7551 R Q [8081   DR  NOERROR] A      (3)cdn(15)adsafeprotected(3)com(0),a,udp,"windows,dns",2017-05-08T15:24:25.882Z,51403,172.21.14.26,ms_dns-3391797493,201,<13>May  8 11:24:25 gcNYC-60-010.global.com MS_DNS: ,28067909672,0,0.0.0.0/514/tcp,2b03-688fa5028,11011,0000006270a96210,cdn.adsafeprotected.com,snd,ms_dns,0b9fc831-edcf-44f9-8415-5aedb0695246#221,"{""id"":""0b9fc831-edcf-44f9-8415-5aedb0695246#221"",""num_events"":2976,""data_type"":""passthrough"",""batch_id"":""0b9fc831-edcf-44f9-8415-5aedb0695246"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":220,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11011,MS_DNS, 
172.21.30.11,noerror,gcnyc-60-010.global.com,127.0.0.1,5/8/2017 11:24:25 AM 0CBC PACKET  00000062725DE100 UDP Snd 172.21.30.11    2548 R Q [8081   DR  NOERROR] A      (3)cs9(3)wac(6)phicdn(3)net(0),a,udp,"windows,dns",2017-05-08T15:24:25.882Z,51403,172.21.14.26,ms_dns-3795426264,197,<13>May  8 11:24:25 gcNYC-60-010.global.com MS_DNS: ,28067909676,0,0.0.0.0/514/tcp,2b03-688fa502c,11011,00000062725de100,cs9.wac.phicdn.net,snd,ms_dns,0b9fc831-edcf-44f9-8415-5aedb0695246#222,"{""id"":""0b9fc831-edcf-44f9-8415-5aedb0695246#222"",""num_events"":2976,""data_type"":""passthrough"",""batch_id"":""0b9fc831-edcf-44f9-8415-5aedb0695246"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":221,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11011,MS_DNS, 
172.24.220.20,noerror,gcbrw0000.global.com,127.0.0.1,5/8/2017 11:16:09 AM 0EAC PACKET  0000002233B460A0 UDP Snd 172.24.220.20   0ea6   Q [0001   D   NOERROR] A      (13)theviraldance(3)com(0),a,udp,"windows,dns",2017-05-08T15:18:21.629Z,58733,172.24.19.20,ms_dns-2499431055,182,<13>May  8 11:16:16 gcBRW0000.global.com ,4077565155,1,0.0.0.0/514/tcp,2b04-f30ab4e3,11012,0000002233b460a0,theviraldance.com,snd,ms_dns,0b9fc831-edcf-44f9-8415-5aedb0695246#405,"{""id"":""0b9fc831-edcf-44f9-8415-5aedb0695246#405"",""num_events"":2973,""data_type"":""passthrough"",""batch_id"":""0b9fc831-edcf-44f9-8415-5aedb0695246"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":404,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11012, , 
172.24.33.40,noerror,gcbrw0000.global.com,127.0.0.1,5/8/2017 11:16:11 AM 0EAC PACKET  00000022330C81E0 UDP Snd 172.24.33.40    51a5 R Q [8081   DR  NOERROR] A      (3)eb2(5)3lift(3)com(0),a,udp,"windows,dns",2017-05-08T15:18:21.640Z,58733,172.24.19.20,ms_dns-1323478756,179,<13>May  8 11:16:16 gcBRW0000.global.com ,4077565467,1,0.0.0.0/514/tcp,2b04-f30ab61b,11012,00000022330c81e0,eb2.3lift.com,snd,ms_dns,0b9fc831-edcf-44f9-8415-5aedb0695246#436,"{""id"":""0b9fc831-edcf-44f9-8415-5aedb0695246#436"",""num_events"":2949,""data_type"":""passthrough"",""batch_id"":""0b9fc831-edcf-44f9-8415-5aedb0695246"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":435,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11012, , 
172.24.33.217,noerror,gcbrw0000.global.com,127.0.0.1,5/8/2017 11:16:11 AM 0EB0 PACKET  00000022330C81E0 UDP Snd 172.24.33.217   c849 R Q [8081   DR  NOERROR] A      (3)www(7)gstatic(3)com(0),a,udp,"windows,dns",2017-05-08T15:18:21.641Z,58733,172.24.19.20,ms_dns-1323478756,181,<13>May  8 11:16:16 gcBRW0000.global.com ,4077565507,1,0.0.0.0/514/tcp,2b04-f30ab643,11012,00000022330c81e0,www.gstatic.com,snd,ms_dns,0b9fc831-edcf-44f9-8415-5aedb0695246#443,"{""id"":""0b9fc831-edcf-44f9-8415-5aedb0695246#443"",""num_events"":2946,""data_type"":""passthrough"",""batch_id"":""0b9fc831-edcf-44f9-8415-5aedb0695246"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":442,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11012, , 
172.24.33.2,noerror,gcbrw0000.global.com,127.0.0.1,5/8/2017 11:16:11 AM 0EB0 PACKET  00000022349E1570 UDP Rcv 172.24.33.2     641f   Q [0001   D   NOERROR] A      (3)www(9)microsoft(3)com(0),a,udp,"windows,dns",2017-05-08T15:18:21.643Z,58733,172.24.19.20,ms_dns-1323478756,183,<13>May  8 11:16:16 gcBRW0000.global.com ,4077565561,1,0.0.0.0/514/tcp,2b04-f30ab679,11012,00000022349e1570,www.microsoft.com,rcv,ms_dns,0b9fc831-edcf-44f9-8415-5aedb0695246#454,"{""id"":""0b9fc831-edcf-44f9-8415-5aedb0695246#454"",""num_events"":2940,""data_type"":""passthrough"",""batch_id"":""0b9fc831-edcf-44f9-8415-5aedb0695246"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":453,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11012, , 
172.24.32.196,noerror,gcbrw0000.global.com,127.0.0.1,5/8/2017 11:16:12 AM 0EAC PACKET  00000022327781A0 UDP Rcv 172.24.32.196   64ec   Q [0001   D   NOERROR] A      (7)use-tor(6)adsrvr(3)org(0),a,udp,"windows,dns",2017-05-08T15:18:21.650Z,58733,172.24.19.20,ms_dns-1323478756,184,<13>May  8 11:16:16 gcBRW0000.global.com ,4077565779,1,0.0.0.0/514/tcp,2b04-f30ab753,11012,00000022327781a0,use-tor.adsrvr.org,rcv,ms_dns,0b9fc831-edcf-44f9-8415-5aedb0695246#462,"{""id"":""0b9fc831-edcf-44f9-8415-5aedb0695246#462"",""num_events"":2935,""data_type"":""passthrough"",""batch_id"":""0b9fc831-edcf-44f9-8415-5aedb0695246"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":461,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11012, , 
172.24.32.196,noerror,gcbrw0000.global.com,127.0.0.1,5/8/2017 11:16:12 AM 0EAC PACKET  0000002233A30230 UDP Snd 172.24.32.196   a1c6 R Q [8081   DR  NOERROR] A      (3)www(5)fqtag(3)com(0),a,udp,"windows,dns",2017-05-08T15:18:21.651Z,58733,172.24.19.20,ms_dns-1323478756,179,<13>May  8 11:16:16 gcBRW0000.global.com ,4077565821,1,0.0.0.0/514/tcp,2b04-f30ab77d,11012,0000002233a30230,www.fqtag.com,snd,ms_dns,0b9fc831-edcf-44f9-8415-5aedb0695246#471,"{""id"":""0b9fc831-edcf-44f9-8415-5aedb0695246#471"",""num_events"":2930,""data_type"":""passthrough"",""batch_id"":""0b9fc831-edcf-44f9-8415-5aedb0695246"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":470,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11012, , 
172.24.32.196,noerror,gcbrw0000.global.com,127.0.0.1,5/8/2017 11:16:13 AM 0EAC PACKET  0000002232E24160 UDP Snd 172.24.32.196   a665 R Q [8081   DR  NOERROR] A      (3)tpc(17)googlesyndication(3)com(0),a,udp,"windows,dns",2017-05-08T15:18:21.653Z,58733,172.24.19.20,ms_dns-1323478756,192,<13>May  8 11:16:16 gcBRW0000.global.com ,4077565861,1,0.0.0.0/514/tcp,2b04-f30ab7a5,11012,0000002232e24160,tpc.googlesyndication.com,snd,ms_dns,0b9fc831-edcf-44f9-8415-5aedb0695246#482,"{""id"":""0b9fc831-edcf-44f9-8415-5aedb0695246#482"",""num_events"":2923,""data_type"":""passthrough"",""batch_id"":""0b9fc831-edcf-44f9-8415-5aedb0695246"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":481,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11012, , 
172.24.32.55,noerror,gcbrw0000.global.com,127.0.0.1,5/8/2017 11:16:13 AM 0EAC PACKET  000000223191A1B0 UDP Rcv 172.24.32.55    fd20   Q [0001   D   NOERROR] A      (33)i2-rcolzdzfpaacngomqcgodfmljagrcn(4)init(13)cedexis-radar(3)net(0),a,udp,"windows,dns",2017-05-08T15:18:21.653Z,58733,172.24.19.20,ms_dns-2673042250,226,<13>May  8 11:16:16 gcBRW0000.global.com ,4077565868,1,0.0.0.0/514/tcp,2b04-f30ab7ac,11012,000000223191a1b0,i2-rcolzdzfpaacngomqcgodfmljagrcn.init.cedexis-radar.net,rcv,ms_dns,0b9fc831-edcf-44f9-8415-5aedb0695246#483,"{""id"":""0b9fc831-edcf-44f9-8415-5aedb0695246#483"",""num_events"":2923,""data_type"":""passthrough"",""batch_id"":""0b9fc831-edcf-44f9-8415-5aedb0695246"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":482,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11012, , 
172.24.40.54,noerror,gcbrw0000.global.com,127.0.0.1,5/8/2017 11:16:13 AM 0EAC PACKET  00000022335FE1B0 UDP Snd 172.24.40.54    96f6 R Q [8081   DR  NOERROR] A      (3)gol(11)syncplicity(3)com(0),a,udp,"windows,dns",2017-05-08T15:18:21.654Z,58733,172.24.19.20,ms_dns-1323478756,186,<13>May  8 11:16:16 gcBRW0000.global.com ,4077565894,1,0.0.0.0/514/tcp,2b04-f30ab7c6,11012,00000022335fe1b0,gol.syncplicity.com,snd,ms_dns,0b9fc831-edcf-44f9-8415-5aedb0695246#497,"{""id"":""0b9fc831-edcf-44f9-8415-5aedb0695246#497"",""num_events"":2917,""data_type"":""passthrough"",""batch_id"":""0b9fc831-edcf-44f9-8415-5aedb0695246"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":496,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11012, , 
172.24.220.20,noerror,gcbrw0000.global.com,127.0.0.1,5/8/2017 11:12:55 AM 0EAC PACKET  000000223220E1B0 UDP Rcv 172.24.220.20   677d R Q [8081   DR  NOERROR] A      (6)static(11)ads-twitter(3)com(0),a,udp,"windows,dns",2017-05-08T15:15:10.562Z,58733,172.24.19.20,ms_dns-1323478756,189,<13>May  8 11:13:05 gcBRW0000.global.com ,4077479263,1,0.0.0.0/514/tcp,2b04-f309655f,11012,000000223220e1b0,static.ads-twitter.com,rcv,ms_dns,00cab6ec-086f-4c75-a6f1-4ac9be9b3349#1351,"{""id"":""00cab6ec-086f-4c75-a6f1-4ac9be9b3349#1351"",""num_events"":2980,""data_type"":""passthrough"",""batch_id"":""00cab6ec-086f-4c75-a6f1-4ac9be9b3349"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":1350,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11012, , 
172.24.220.20,noerror,gcbrw0000.global.com,127.0.0.1,5/8/2017 11:12:55 AM 0EAC PACKET  000000223357C1C0 UDP Rcv 172.24.220.20   3b69 R Q [8081   DR  NOERROR] A      (2)s1(3)nyt(3)com(0),a,udp,"windows,dns",2017-05-08T15:15:10.562Z,58733,172.24.19.20,ms_dns-1323478756,176,<13>May  8 11:13:05 gcBRW0000.global.com ,4077479267,1,0.0.0.0/514/tcp,2b04-f3096563,11012,000000223357c1c0,s1.nyt.com,rcv,ms_dns,00cab6ec-086f-4c75-a6f1-4ac9be9b3349#1352,"{""id"":""00cab6ec-086f-4c75-a6f1-4ac9be9b3349#1352"",""num_events"":2980,""data_type"":""passthrough"",""batch_id"":""00cab6ec-086f-4c75-a6f1-4ac9be9b3349"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":1351,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11012, , 
172.24.32.182,noerror,gcbrw0000.global.com,127.0.0.1,5/8/2017 11:12:57 AM 0EAC PACKET  0000002232A1A210 UDP Rcv 172.24.32.182   11e5   Q [0001   D   NOERROR] A      (6)gsuite(6)google(3)com(0),a,udp,"windows,dns",2017-05-08T15:15:10.571Z,58733,172.24.19.20,ms_dns-1323478756,183,<13>May  8 11:13:05 gcBRW0000.global.com ,4077479459,1,0.0.0.0/514/tcp,2b04-f3096623,11012,0000002232a1a210,gsuite.google.com,rcv,ms_dns,00cab6ec-086f-4c75-a6f1-4ac9be9b3349#1374,"{""id"":""00cab6ec-086f-4c75-a6f1-4ac9be9b3349#1374"",""num_events"":2969,""data_type"":""passthrough"",""batch_id"":""00cab6ec-086f-4c75-a6f1-4ac9be9b3349"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":1373,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11012, , 
172.24.33.17,noerror,gcbrw0000.global.com,127.0.0.1,5/8/2017 11:16:14 AM 0EB0 PACKET  0000002232D74220 UDP Snd 172.24.33.17    0b56 R Q [8081   DR  NOERROR] AAAA   (3)ssl(7)gstatic(3)com(0),aaaa,udp,"windows,dns",2017-05-08T15:18:21.662Z,58733,172.24.19.20,ms_dns-1323478756,181,<13>May  8 11:16:16 gcBRW0000.global.com ,4077566132,1,0.0.0.0/514/tcp,2b04-f30ab8b4,11012,0000002232d74220,ssl.gstatic.com,snd,ms_dns,0b9fc831-edcf-44f9-8415-5aedb0695246#804,"{""id"":""0b9fc831-edcf-44f9-8415-5aedb0695246#804"",""num_events"":2912,""data_type"":""passthrough"",""batch_id"":""0b9fc831-edcf-44f9-8415-5aedb0695246"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":803,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11012, , 
172.24.40.68,noerror,gcbrw0000.global.com,127.0.0.1,5/8/2017 11:16:14 AM 0EB0 PACKET  0000002232B62210 UDP Snd 172.24.40.68    8c46 R Q [8081   DR  NOERROR] A      (3)gol(11)syncplicity(3)com(0),a,udp,"windows,dns",2017-05-08T15:18:21.663Z,58733,172.24.19.20,ms_dns-1323478756,186,<13>May  8 11:16:16 gcBRW0000.global.com ,4077566176,1,0.0.0.0/514/tcp,2b04-f30ab8e0,11012,0000002232b62210,gol.syncplicity.com,snd,ms_dns,0b9fc831-edcf-44f9-8415-5aedb0695246#814,"{""id"":""0b9fc831-edcf-44f9-8415-5aedb0695246#814"",""num_events"":2908,""data_type"":""passthrough"",""batch_id"":""0b9fc831-edcf-44f9-8415-5aedb0695246"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":813,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11012, , 
172.24.220.20,noerror,gcbrw0000.global.com,127.0.0.1,5/8/2017 11:16:15 AM 0EAC PACKET  0000002231F1C0E0 UDP Rcv 172.24.220.20   1acb R Q [8081   DR  NOERROR] A      (4)aadg(7)windows(3)net(5)nsatc(3)net(0),a,udp,"windows,dns",2017-05-08T15:18:21.665Z,58733,172.24.19.20,ms_dns-604702830,196,<13>May  8 11:16:16 gcBRW0000.global.com ,4077566246,1,0.0.0.0/514/tcp,2b04-f30ab926,11012,0000002231f1c0e0,aadg.windows.net.nsatc.net,rcv,ms_dns,0b9fc831-edcf-44f9-8415-5aedb0695246#830,"{""id"":""0b9fc831-edcf-44f9-8415-5aedb0695246#830"",""num_events"":2899,""data_type"":""passthrough"",""batch_id"":""0b9fc831-edcf-44f9-8415-5aedb0695246"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":829,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11012, , 
172.24.1.213,noerror,gcbrw0000.global.com,127.0.0.1,5/8/2017 11:16:15 AM 0EB0 PACKET  0000002231F1C0E0 UDP Snd 172.24.1.213    2831 R Q [8081   DR  NOERROR] A      (8)clients6(6)google(3)com(0),a,udp,"windows,dns",2017-05-08T15:18:21.666Z,58733,172.24.19.20,ms_dns-1323478756,185,<13>May  8 11:16:16 gcBRW0000.global.com ,4077566260,1,0.0.0.0/514/tcp,2b04-f30ab934,11012,0000002231f1c0e0,clients6.google.com,snd,ms_dns,0b9fc831-edcf-44f9-8415-5aedb0695246#832,"{""id"":""0b9fc831-edcf-44f9-8415-5aedb0695246#832"",""num_events"":2899,""data_type"":""passthrough"",""batch_id"":""0b9fc831-edcf-44f9-8415-5aedb0695246"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":831,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11012, , 
172.24.32.247,noerror,gcbrw0000.global.com,127.0.0.1,5/8/2017 11:12:58 AM 0EAC PACKET  0000002232A1A210 UDP Rcv 172.24.32.247   7530   Q [0001   D   NOERROR] A      (3)www(8)facebook(3)com(0),a,udp,"windows,dns",2017-05-08T15:15:10.577Z,58733,172.24.19.20,ms_dns-1323478756,182,<13>May  8 11:13:05 gcBRW0000.global.com ,4077479567,1,0.0.0.0/514/tcp,2b04-f309668f,11012,0000002232a1a210,www.facebook.com,rcv,ms_dns,00cab6ec-086f-4c75-a6f1-4ac9be9b3349#1704,"{""id"":""00cab6ec-086f-4c75-a6f1-4ac9be9b3349#1704"",""num_events"":2947,""data_type"":""passthrough"",""batch_id"":""00cab6ec-086f-4c75-a6f1-4ac9be9b3349"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":1703,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11012, , 
172.24.220.20,noerror,gcbrw0000.global.com,127.0.0.1,5/8/2017 11:12:58 AM 0EAC PACKET  000000223326A090 UDP Rcv 172.24.220.20   6813 R Q [8081   DR  NOERROR] A      (10)pugm44000c(8)pubmatic(3)com(0),a,udp,"windows,dns",2017-05-08T15:15:10.580Z,58733,172.24.19.20,ms_dns-1323478756,190,<13>May  8 11:13:05 gcBRW0000.global.com ,4077479681,1,0.0.0.0/514/tcp,2b04-f3096701,11012,000000223326a090,pugm44000c.pubmatic.com,rcv,ms_dns,00cab6ec-086f-4c75-a6f1-4ac9be9b3349#1705,"{""id"":""00cab6ec-086f-4c75-a6f1-4ac9be9b3349#1705"",""num_events"":2947,""data_type"":""passthrough"",""batch_id"":""00cab6ec-086f-4c75-a6f1-4ac9be9b3349"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":1704,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11012, , 
172.24.32.196,noerror,gcbrw0000.global.com,127.0.0.1,5/8/2017 11:12:58 AM 0EAC PACKET  0000002232A1A210 UDP Snd 172.24.32.196   f0a8 R Q [8081   DR  NOERROR] A      (6)image6(8)pubmatic(3)com(0),a,udp,"windows,dns",2017-05-08T15:15:10.580Z,58733,172.24.19.20,ms_dns-1323478756,185,<13>May  8 11:13:05 gcBRW0000.global.com ,4077479683,1,0.0.0.0/514/tcp,2b04-f3096703,11012,0000002232a1a210,image6.pubmatic.com,snd,ms_dns,00cab6ec-086f-4c75-a6f1-4ac9be9b3349#1706,"{""id"":""00cab6ec-086f-4c75-a6f1-4ac9be9b3349#1706"",""num_events"":2947,""data_type"":""passthrough"",""batch_id"":""00cab6ec-086f-4c75-a6f1-4ac9be9b3349"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":1705,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11012, , 
172.24.32.196,noerror,gcbrw0000.global.com,127.0.0.1,5/8/2017 11:12:58 AM 0EAC PACKET  0000002231C52250 UDP Snd 172.24.32.196   6e7e R Q [8081   DR  NOERROR] A      (3)ads(8)pubmatic(3)com(0),a,udp,"windows,dns",2017-05-08T15:15:10.581Z,58733,172.24.19.20,ms_dns-1323478756,182,<13>May  8 11:13:05 gcBRW0000.global.com ,4077479703,1,0.0.0.0/514/tcp,2b04-f3096717,11012,0000002231c52250,ads.pubmatic.com,snd,ms_dns,00cab6ec-086f-4c75-a6f1-4ac9be9b3349#1711,"{""id"":""00cab6ec-086f-4c75-a6f1-4ac9be9b3349#1711"",""num_events"":2944,""data_type"":""passthrough"",""batch_id"":""00cab6ec-086f-4c75-a6f1-4ac9be9b3349"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":1710,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11012, , 
